0,  0.77
15, 0.83
16, 0.86
17, 0.88
18, 0.91
19, 0.94
20, 0.97
21, 1.00
22, 1.00
23, 1.00
24, 1.00
25, 1.00
26, 1.02
27, 1.05
28, 1.09
29, 1.12
30, 1.14
31, 1.16
32, 1.18
33, 1.20
34, 1.21
35, 1.22
36, 1.23
37, 1.24
38, 1.25
39, 1.26
40, 1.28
41, 1.30
42, 1.32
43, 1.36
44, 1.40
45, 1.44
46, 1.50
47, 1.56
48, 1.63
49, 1.71
50, 1.79
51, 1.86
52, 1.95
53, 2.04
54, 2.14
55, 2.23
56, 2.33
57, 2.44
58, 2.55
59, 2.60
60, 2.71
61, 2.81
62, 2.87
63, 2.95
64, 3.00
