.020, 1313, 2626, 1313, 2626, 1313, 2626
.025, 2626, 3939, 2626, 3939, 2626, 3939
.030, 3939, 5252, 3939, 5252, 3939, 5252
.035, 5252, 6565, 5252, 6565, 5092, 6365,
.040, 6565, 7878, 6565, 7878, 6565, 7878
.045, 7878, 9191, 7878, 9191, 7878, 9191
.047, 9191,     , 9191,     , 9191,
