.020, 30407, 31614, 23107, 24314, 15807, 17014
.025, 31614, 32821, 24314, 25521, 17104, 18221
.030, 32821, 34028, 25521, 26728, 18221, 19428
.035, 34028, 35235, 26728, 27935, 19428, 20635
.040, 35235, 36442, 27935, 29142, 20635, 21842
.045, 36442, 37640, 29142, 30349, 21842, 23049
.048, 37649,      , 30349,      , 23049,
